epoch,train_acc,train_loss,test_acc,test_loss
0.0,76.5,0.6415358817179998,81.48333333333333,0.5188310317218303
1.0,81.06666666666666,0.5308208404277762,83.75333333333333,0.4708599724804361
2.0,81.76166666666667,0.5125027535766363,82.72833333333334,0.4728705209642648
3.0,82.24166666666666,0.5014895609950026,82.03166666666667,0.4949270855824152
4.0,82.67333333333333,0.4922359868307908,83.56833333333333,0.4584208486671249
5.0,82.96333333333334,0.479503061246872,83.79666666666667,0.4575556628470619
6.0,83.62,0.4687080337062478,83.72666666666667,0.4647421039536595
7.0,83.84833333333333,0.4602833521445592,83.57666666666667,0.4514724135845899
8.0,84.12333333333333,0.4518186689667404,85.77166666666666,0.4076786341336866
9.0,84.42666666666666,0.4436826029827197,82.12166666666667,0.4904247239435712
10.0,84.40166666666667,0.4420322980098426,84.82666666666667,0.4427600943257411
11.0,84.70833333333333,0.4360369918872913,85.65666666666667,0.4136901907414197
12.0,84.77833333333334,0.4336079796622197,85.245,0.4197122751310467
13.0,84.98333333333333,0.4297723072379827,85.085,0.429735679440697
14.0,85.075,0.4267621926138798,85.08166666666666,0.4350374923661351
15.0,85.105,0.4244947628478209,85.31333333333333,0.4212107166635493
16.0,85.28,0.421826249029239,85.93333333333334,0.403198994543155
17.0,85.15833333333333,0.4223983906646569,86.12166666666667,0.3912263093486428
18.0,85.245,0.4215088214764992,85.49833333333333,0.4259829983708759
19.0,85.465,0.4183431390965978,86.765,0.384160650613904
20.0,85.525,0.4165352783329785,83.615,0.4617217701708277
21.0,85.38666666666667,0.416197055845956,84.99166666666666,0.4376924074182908
22.0,85.44,0.4151394838139415,84.305,0.4829897169167796
23.0,85.58166666666666,0.4125544871588548,87.00666666666666,0.3708761031712095
24.0,85.56333333333333,0.4087726606488228,85.98166666666667,0.3942300574709971
25.0,85.65,0.4093368909627199,85.505,0.4275949670297404
26.0,85.63833333333334,0.4063347989236315,86.89833333333333,0.3739288486162822
27.0,85.77166666666666,0.4064112608472506,85.84666666666666,0.3971674573933085
28.0,85.67833333333333,0.4073072790483634,86.765,0.3790532203306754
29.0,85.785,0.4036912295490503,86.765,0.3753194616928696
30.0,85.785,0.4045416470214724,86.33,0.3842710374941429
31.0,85.85833333333333,0.4047178383089602,86.49,0.3902274670335153
32.0,85.955,0.4011815249199668,86.955,0.3756105358883738
33.0,85.985,0.4005674656132857,86.63333333333334,0.377693543129911
34.0,85.98833333333333,0.3989996246981124,87.135,0.3692049576049049
