epoch,train_acc,train_loss,test_acc,test_loss
0.0,30.355,1.914473821147283,44.873333333333335,1.5880744294007618
1.0,51.74333333333333,1.3990512634595236,55.345,1.3001671917041142
2.0,54.73333333333333,1.2726213345448176,54.945,1.2648778276364008
3.0,54.905,1.2586855058987936,54.10666666666667,1.2636148177226385
4.0,54.946666666666665,1.2518683070222536,55.31166666666667,1.2261354168236256
5.0,55.09333333333333,1.2445046870946883,55.74666666666667,1.2216485917766888
6.0,55.18666666666667,1.23942031296889,54.44166666666667,1.291208831270536
7.0,55.251666666666665,1.2359954952637355,55.32333333333333,1.2268641341924666
8.0,55.155,1.2345909779469173,54.495,1.2429830899437269
9.0,55.181666666666665,1.2328227117538453,54.79833333333333,1.2284949113368988
10.0,55.266666666666666,1.2306751638730369,55.69833333333333,1.21129271402359
11.0,55.32,1.2284585286219916,55.36833333333333,1.214010837594668
12.0,55.306666666666665,1.2279039535125096,55.461666666666666,1.2175202488740284
13.0,55.335,1.2252586153030396,55.431666666666665,1.2285923889636994
14.0,55.415,1.2243635224898657,55.79833333333333,1.2054871392528217
15.0,55.361666666666665,1.2229789633135,55.14666666666667,1.216560580833753
16.0,55.365,1.223515109248956,55.26833333333333,1.2126906720558803
17.0,55.45333333333333,1.222599386739731,55.27166666666667,1.211931844385465
18.0,55.385,1.2217479528546331,54.52166666666667,1.2317928222298622
19.0,55.41166666666667,1.2195023886283238,55.92333333333333,1.201044108303388
20.0,55.388333333333335,1.2194264098564784,55.355,1.2090977455218632
21.0,55.42333333333333,1.2195976360082623,55.765,1.200084286705653
22.0,55.455,1.2181813202142715,55.88333333333333,1.2087097563385965
23.0,55.41666666666666,1.218228297583262,55.24333333333333,1.2095468220233918
24.0,55.43833333333333,1.2174029458681743,55.31166666666667,1.2223047014633814
25.0,55.406666666666666,1.2170253044446309,55.778333333333336,1.196994241229693
26.0,55.446666666666665,1.2161938979625702,55.53833333333333,1.1987054310003915
27.0,55.465,1.215660254454613,55.42333333333333,1.202641391038895
28.0,55.501666666666665,1.2155943665782611,55.68666666666667,1.216930969385306
29.0,55.51166666666666,1.2153365227301915,55.68333333333333,1.20405297340552
30.0,55.54,1.214505013370514,55.35,1.205745744506518
31.0,55.50333333333333,1.214982151822249,56.02333333333333,1.217768524324894
32.0,55.46666666666667,1.2135151387810708,56.02666666666666,1.1961056106011072
33.0,55.465,1.2124635844111442,55.545,1.2107132367451985
34.0,55.556666666666665,1.2122767546812694,55.18,1.2089618049065272
35.0,55.465,1.2122921615560849,55.895,1.1900448259353638
36.0,55.54166666666666,1.212977322745323,55.53833333333333,1.2009147581577302
37.0,55.55833333333333,1.2116102804342903,55.07666666666667,1.212340177449584
38.0,55.565,1.2116960288206735,55.29666666666667,1.2059642432451247
39.0,55.51833333333333,1.21093473889033,55.73166666666667,1.2030295373479525
40.0,55.461666666666666,1.211886019718647,55.835,1.2378330388347307
41.0,55.495,1.2117354081173737,55.86833333333333,1.1896778502464294
42.0,55.51833333333333,1.2108734670758248,55.836666666666666,1.1959904691457748
43.0,55.515,1.2105918104569118,55.01,1.2148613107045492
44.0,55.525,1.2104632331609726,56.195,1.2201783722480135
45.0,55.57666666666667,1.210009491199255,55.70333333333333,1.1990157481590906
46.0,55.49,1.2097119485179584,56.09666666666666,1.1901957999666533
47.0,55.58833333333333,1.208770854600271,55.751666666666665,1.2175284345944724
48.0,55.50666666666667,1.210653445394834,56.123333333333335,1.1948887802680332
49.0,55.545,1.2088618746022384,55.61666666666667,1.1971449236512184
50.0,55.54833333333333,1.209893050917983,55.88666666666666,1.1991665758927663
51.0,55.53,1.2094010997136433,55.91333333333333,1.2100470176259677
52.0,55.555,1.2090876786231994,55.888333333333335,1.1884431193272271
53.0,55.59666666666666,1.2077129605650905,55.83,1.1990292244553566
54.0,55.656666666666666,1.207983783833186,55.855,1.1957559968709943
55.0,55.555,1.2076144866983096,55.873333333333335,1.1929973347385725
56.0,55.64666666666667,1.2076849601705868,55.81333333333333,1.1960448846975962
