epoch,train_acc,train_loss,test_acc,test_loss
0.0,77.045,0.6190309838593007,83.16833333333334,0.4861545338024696
1.0,83.82,0.4415482307429115,85.41166666666666,0.4022033959587415
2.0,85.28166666666667,0.402956713021795,86.47166666666666,0.3651137825074295
3.0,86.01166666666667,0.3821502074211836,86.965,0.3556616848766804
4.0,86.58833333333334,0.3669394027719895,87.61333333333333,0.3390324465662241
5.0,87.01166666666667,0.3555189450792968,86.73833333333333,0.3565387537554527
6.0,87.425,0.3436227533489466,87.50666666666666,0.3335780275970697
7.0,87.73333333333333,0.3376057383390764,89.195,0.2952433672010898
8.0,87.89833333333333,0.3304190975777805,87.81666666666666,0.3231596941724419
9.0,88.08833333333334,0.3233959424446026,89.38333333333334,0.2948548197853068
10.0,88.25666666666666,0.3198277652596434,88.31666666666666,0.3119743021373947
11.0,88.415,0.312243010590598,88.92,0.2984949835684771
12.0,88.675,0.3101377343717962,88.31,0.3135387835814307
13.0,88.7,0.30591356098031,88.77666666666667,0.3080699246955414
14.0,88.91166666666666,0.3046975425632049,89.325,0.2936920770470984
15.0,89.05333333333333,0.3003728455600639,89.40166666666667,0.2879045137153938
16.0,89.15333333333334,0.2965011662855744,88.97833333333334,0.2974401313411692
17.0,89.31333333333333,0.2924635300495972,89.56666666666666,0.2775319203718255
18.0,89.34666666666666,0.2902743329115212,89.56333333333333,0.2863246261052787
19.0,89.545,0.2872609945104767,89.67333333333333,0.2836224929130326
20.0,89.64,0.2826090578341235,89.9,0.2687152643922716
21.0,89.49666666666667,0.2863364243407423,89.965,0.2679791900339225
22.0,89.615,0.2807759031416227,90.46,0.2636451399228225
23.0,89.75833333333334,0.2801079138167202,90.525,0.2579804403498769
24.0,89.88666666666667,0.2759073691827555,89.355,0.2987111462244143
25.0,89.89,0.273590190055035,89.84833333333333,0.2712760689914226
26.0,90.07666666666668,0.2718726147982291,88.475,0.3029099820129573
27.0,90.01,0.2709155359812081,89.61333333333333,0.2802328362924357
28.0,90.225,0.2668909990214587,89.71666666666667,0.2813032275255769
29.0,90.22833333333334,0.2671863439691563,90.76833333333332,0.2570202455190321
30.0,90.11333333333332,0.2660307518816863,90.09666666666666,0.2753319620236134
31.0,90.36666666666666,0.2653949198594317,89.97666666666667,0.2666035200530042
32.0,90.37833333333332,0.2622705488698557,90.93666666666668,0.245197427107642
33.0,90.45833333333331,0.2585868612801035,91.11166666666666,0.2416316144268028
34.0,90.41833333333334,0.2611618515869602,91.02,0.2460894918581936
35.0,90.38,0.260971782630682,89.825,0.2690515566627184
36.0,90.47166666666666,0.2579300723861437,91.18,0.2415376000644018
37.0,90.58833333333334,0.2559804176030991,90.88166666666666,0.2477069037465999
38.0,90.62,0.2551855240629365,90.68833333333332,0.2497615792474399
39.0,90.75166666666668,0.2532880111414318,91.26333333333334,0.233843474391972
40.0,90.7,0.2507338329467922,90.80166666666666,0.2388169878727756
41.0,90.73166666666668,0.2547073792989365,89.07333333333334,0.3497293831650168
42.0,90.68833333333332,0.2518486361619395,90.715,0.2570577081302801
43.0,90.92166666666668,0.2486748302125061,91.47166666666666,0.2311802959257737
44.0,90.99833333333332,0.2456496331732409,91.95,0.2177114526981798
45.0,90.83333333333331,0.2488785262416427,91.33,0.235131114276157
46.0,90.93333333333334,0.2494137025895839,91.575,0.2254558684325311
47.0,91.08333333333331,0.2458792493393644,89.62166666666667,0.2917066493193308
48.0,90.90166666666669,0.2458513323572774,91.535,0.2312975738084564
49.0,90.89666666666666,0.2447832263518435,91.095,0.2478070263501877
50.0,90.975,0.2451475821919816,91.395,0.2345350597513218
51.0,91.09166666666668,0.2426540801846732,90.84166666666668,0.2435411554129794
52.0,91.095,0.2411002641167647,91.52666666666669,0.2280427474459012
53.0,91.19666666666669,0.2380492153019954,91.165,0.240016303186429
54.0,91.12,0.241756705586457,92.05833333333334,0.2181211736971512
55.0,91.18666666666668,0.2405637256217654,92.25166666666668,0.214460950972652
56.0,91.16833333333334,0.2384768377696319,89.635,0.3075328704009453
57.0,91.30833333333334,0.2354280221558176,90.41833333333334,0.2714165240454798
58.0,91.42666666666666,0.2364681632140496,92.08333333333331,0.2110718590437085
59.0,91.205,0.2349091278277648,91.67833333333331,0.2273813774752935
60.0,91.17666666666666,0.238978659967271,91.425,0.2352418920774013
61.0,91.33,0.2358221199111857,91.95666666666666,0.2195939788877964
62.0,91.515,0.2331642391947098,91.55833333333334,0.2249881834179783
63.0,91.415,0.2328400026866855,91.80833333333334,0.2182713038921356
64.0,91.43333333333334,0.2327324962444603,92.46666666666668,0.2094925331521779
65.0,91.305,0.2350464470797218,91.50166666666668,0.2404630547191947
66.0,91.4,0.2338098769877727,91.96333333333334,0.2141087291824631
67.0,91.505,0.2295538835756403,92.04,0.2150975039594962
68.0,91.43,0.2335701360378414,91.81166666666668,0.2209985888148037
69.0,91.595,0.2289977234612219,91.70666666666666,0.218413161614382
70.0,91.52333333333333,0.2288205386965225,91.62166666666668,0.2235437110846027
71.0,91.62833333333332,0.2269314921092707,91.57166666666669,0.2311453087106502
72.0,91.56166666666668,0.2284893605218269,91.665,0.2253419166304636
73.0,91.675,0.2266504194736092,91.58666666666667,0.2333926138558425
74.0,91.57666666666668,0.2306706319105811,92.67,0.2006362871199691
75.0,91.59833333333331,0.225648379992228,92.17666666666666,0.2077732848857839
76.0,91.77666666666669,0.2252142169667097,91.84666666666666,0.2227759713960966
77.0,91.74,0.2256739521351953,92.56333333333332,0.2017012968048453
78.0,91.90166666666669,0.220567826677331,90.77333333333333,0.2369699609169115
79.0,91.60833333333332,0.2280273645084972,90.30166666666666,0.2661013957081983
80.0,91.87833333333332,0.2199549838754154,92.70666666666666,0.1998397150491131
81.0,91.67166666666668,0.2252147697796579,92.065,0.2202510507089396
82.0,91.90166666666669,0.2203231060489081,91.09,0.2432341831810151
83.0,91.835,0.2219034186069388,92.43166666666669,0.2052672224295636
84.0,91.78833333333333,0.2296993959533885,90.75833333333334,0.2553486146428312
85.0,91.91166666666666,0.2210575920776619,92.08166666666666,0.2126940241650057
86.0,92.05,0.213897367439873,92.58,0.2044553277441649
87.0,92.00333333333332,0.2196717949239537,92.22,0.2097024357795404
88.0,91.92666666666666,0.2198903546067187,92.46166666666667,0.2022459035656725
89.0,91.75,0.2238849400226647,92.695,0.1981816922997668
90.0,91.84833333333331,0.2234590804601709,92.62833333333332,0.2010079230698291
91.0,92.105,0.2173367273242523,89.36333333333333,0.2967366833472004
92.0,91.895,0.2201350598178183,92.66666666666669,0.1990798393568955
93.0,92.05,0.2136270049834721,92.86333333333332,0.1909780461464688
